film_id,"title","release_date",release_week,"runtime",budget,revenue,profit,animation,adventure,action,comedy,crime,drama,fantasy,family,history,horror,music,mystery,romance,science fiction,thriller,war,western,"genres",hit,num_bankable_actor
5,"Four Rooms","1995-12-09",49,"98.0",4000000,4300000,-1850000.0000,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"[{'id': 80, 'name': 'Crime'}, {'id': 35, 'name': 'Comedy'}]",0,1
11,"Star Wars","1977-05-25",21,"121.",11000000,775398007,376699003.5000,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",1,1
12,"Finding Nemo","2003-05-30",21,"100.",94000000,940335536,376167768.0000,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",1,0
13,"Forrest Gump","1994-07-06",27,"142.",55000000,677945399,283972699.5000,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",1,1
14,"American Beauty","1999-09-15",37,"122.",15000000,356296601,163148300.5000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"[{'id': 18, 'name': 'Drama'}]",1,0
15,"Citizen Kane","1941-04-30",17,"119.",839727,23217674,10769110.0000,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,"[{'id': 9648, 'name': 'Mystery'}, {'id': 18, 'name': 'Drama'}]",0,0
16,"Dancer in the Dark","2000-05-17",20,"140.",12800000,40031879,7215939.5000,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}, {'id': 10402, 'name': 'Music'}]",0,0
18,"The Fifth Element","1997-05-07",18,"126.",90000000,263920180,41960090.0000,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",1,1
19,"Metropolis","1927-01-10",2,"153.",92620000,650422,-92294789.0000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,"[{'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}]",0,0
22,"Pirates of the Caribbean: The Curse of the Black Pearl","2003-07-09",27,"143.",140000000,655011224,187505612.0000,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}]",1,1
24,"Kill Bill: Vol. 1","2003-10-10",40,"111.",30000000,180949000,60474500.0000,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}]",1,0
25,"Jarhead","2005-11-04",44,"125.",72000000,96889998,-23555001.0000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",0,0
27,"9 Songs","2004-07-16",28,"66.0",1000000,1574623,-212688.5000,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",0,0
28,"Apocalypse Now","1979-08-15",32,"153.",31500000,89460381,13230190.5000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",0,1
33,"Unforgiven","1992-08-07",31,"131.",14000000,159157447,65578723.5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"[{'id': 37, 'name': 'Western'}]",1,0
35,"The Simpsons Movie","2007-07-25",29,"87.0",75000000,527068851,188534425.5000,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",1,1
38,"Eternal Sunshine of the Spotless Mind","2004-03-19",11,"108.",20000000,72258126,16129063.0000,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",0,1
55,"Amores perros","2000-06-16",24,"154.",2000000,20908467,8454233.5000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",0,0
58,"Pirates of the Caribbean: Dead Man's Chest","2006-06-20",25,"151.",200000000,1065659812,332829906.0000,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}]",1,1
59,"A History of Violence","2005-09-23",38,"96.0",32000000,60740827,-1629586.5000,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",0,0
62,"2001: A Space Odyssey","1968-04-10",14,"149.",10500000,68700000,23850000.0000,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 9648, 'name': 'Mystery'}, {'id': 12, 'name': 'Adventure'}]",0,0
63,"Twelve Monkeys","1995-12-29",52,"129.",29500000,168840000,54920000.0000,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]",1,2
64,"Talk to Her","2002-03-14",10,"112.",9285469,51001550,16215306.0000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",0,0
65,"8 Mile","2002-11-08",44,"110.",41000000,215000000,66500000.0000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"[{'id': 18, 'name': 'Drama'}]",1,0
66,"Absolute Power","1997-02-14",6,"121.",50000000,50068310,-24965845.0000,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",0,0
69,"Walk the Line","2005-09-13",37,"136.",28000000,186438883,65219441.5000,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",1,0
70,"Million Dollar Baby","2004-12-15",50,"132.",30000000,216763646,78381823.0000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"[{'id': 18, 'name': 'Drama'}]",1,0
71,"Billy Elliot","2000-05-18",20,"110.",5000000,110000000,50000000.0000,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}]",1,0
73,"American History X","1998-10-30",43,"119.",20000000,23875127,-8062436.5000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"[{'id': 18, 'name': 'Drama'}]",0,0
74,"War of the Worlds","2005-06-28",26,"116.",132000000,591739379,163869689.5000,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"[{'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",1,1
75,"Mars Attacks!","1996-12-12",49,"106.",70000000,101371017,-19314491.5000,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}]",0,0
76,"Before Sunrise","1995-01-27",4,"105.",2500000,5535405,267702.5000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",0,0
77,"Memento","2000-10-11",41,"113.",9000000,39723096,10861548.0000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"[{'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",0,0
78,"Blade Runner","1982-06-25",25,"117.",28000000,33139618,-11430191.0000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",0,1
79,"Hero","2002-12-19",50,"99.0",31000000,177394432,57697216.0000,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,"[{'id': 18, 'name': 'Drama'}, {'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 36, 'name': 'History'}]",1,0
80,"Before Sunset","2004-02-10",6,"80.0",2700000,15992615,5296307.5000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",0,0
81,"Nausicaä of the Valley of the Wind","1984-03-11",11,"117.",1000000,3301446,650723.0000,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 14, 'name': 'Fantasy'}]",0,0
82,"Miami Vice","2006-07-27",30,"134.",135000000,163794509,-53102745.5000,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",0,0
83,"Open Water","2004-08-06",31,"79.0",130000,54667954,27203977.0000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",0,0
85,"Raiders of the Lost Ark","1981-06-12",23,"115.",18000000,389925971,176962985.5000,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}]",1,1
87,"Indiana Jones and the Temple of Doom","1984-05-23",21,"118.",28000000,333000000,138500000.0000,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}]",1,1
88,"Dirty Dancing","1987-08-21",33,"100.",6000000,213954274,100977137.0000,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",1,0
89,"Indiana Jones and the Last Crusade","1989-05-24",21,"127.",48000000,474171806,189085903.0000,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}]",1,2
90,"Beverly Hills Cop","1984-11-29",48,"105.",15000000,316360478,143180239.0000,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",1,0
95,"Armageddon","1998-07-01",26,"151.",140000000,553799566,136899783.0000,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}]",1,1
96,"Beverly Hills Cop II","1987-05-18",20,"100.",20000000,299965036,129982518.0000,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",1,0
97,"Tron","1982-07-09",27,"96.0",17000000,33000000,-500000.0000,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]",0,0
98,"Gladiator","2000-05-01",18,"155.",103000000,457640427,125820213.5000,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 12, 'name': 'Adventure'}]",1,0
99,"All About My Mother","1999-04-19",16,"101.",8272296,67872296,25663852.0000,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",0,0
100,"Lock, Stock and Two Smoking Barrels","1998-03-05",9,"105.",1350000,3897569,598784.5000,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",0,0
101,"Leon: The Professional","1994-09-14",37,"110.",16000000,45284974,6642487.0000,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",0,0
103,"Taxi Driver","1976-02-07",5,"114.",1300000,28262574,12831287.0000,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",0,0
104,"Run Lola Run","1998-08-20",33,"81.0",1530000,7267585,2103792.5000,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",0,0
105,"Back to the Future","1985-07-03",26,"116.",19000000,381109762,171554881.0000,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 10751, 'name': 'Family'}]",1,0
106,"Predator","1987-06-11",23,"107.",18000000,98235548,31117774.0000,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]",0,1
107,"Snatch","2000-09-01",35,"103.",10000000,83557872,31778936.0000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",0,1
111,"Scarface","1983-12-08",49,"170.",25000000,65884703,7942351.5000,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",0,0
114,"Pretty Woman","1990-03-23",11,"119.",14000000,463000000,217500000.0000,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]",1,1
115,"The Big Lebowski","1998-03-06",9,"117.",15000000,46189568,8094784.0000,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",0,0
116,"Match Point","2005-10-26",43,"124.",15000000,85306374,27653187.0000,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 10749, 'name': 'Romance'}]",0,0
117,"The Untouchables","1987-06-02",22,"119.",25000000,76270454,13135227.0000,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 53, 'name': 'Thriller'}]",0,1
118,"Charlie and the Chocolate Factory","2005-07-13",28,"115.",150000000,474968763,87484381.5000,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",1,1
120,"The Lord of the Rings: The Fellowship of the Ring","2001-12-18",50,"178.",93000000,871368364,342684182.0000,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}]",1,0
121,"The Lord of the Rings: The Two Towers","2002-12-18",50,"179.",79000000,926287400,384143700.0000,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}]",1,0
122,"The Lord of the Rings: The Return of the King","2003-12-01",48,"201.",94000000,1118888979,465444489.5000,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}]",1,0
123,"The Lord of the Rings","1978-11-15",46,"132.",4000000,30471420,11235710.0000,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,"[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 16, 'name': 'Animation'}, {'id': 12, 'name': 'Adventure'}]",0,0
128,"Princess Mononoke","1997-07-12",27,"134.",26500000,159375308,53187654.0000,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 16, 'name': 'Animation'}]",1,0
129,"Spirited Away","2001-07-20",28,"125.",15000000,274925095,122462547.5000,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"[{'id': 14, 'name': 'Fantasy'}, {'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",1,0
134,"O Brother, Where Art Thou?","2000-08-30",35,"106.",26000000,71868327,9934163.5000,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}]",0,1
137,"Groundhog Day","1993-02-11",6,"101.",14600000,70906973,20853486.5000,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,"[{'id': 10749, 'name': 'Romance'}, {'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",0,0
138,"Dracula","1931-02-12",6,"72.0",355000,1012189,151094.5000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"[{'id': 27, 'name': 'Horror'}]",0,0
140,"Bad Education","2004-03-19",11,"106.",5000000,40266982,15133491.0000,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]",0,0
141,"Donnie Darko","2001-01-18",2,"113.",6000000,1270522,-5364739.0000,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,"[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",0,0
142,"Brokeback Mountain","2005-09-02",35,"134.",14000000,178043761,75021880.5000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",1,0
144,"Wings of Desire","1987-01-01",0,"128.",2500000,3200000,-900000.0000,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,"[{'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10749, 'name': 'Romance'}]",0,0
146,"Crouching Tiger, Hidden Dragon","2000-10-01",40,"120.",17000000,213525736,89762868.0000,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 10749, 'name': 'Romance'}]",1,0
149,"Akira","1988-07-16",28,"124.",8000000,553171,-7723414.5000,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 16, 'name': 'Animation'}]",0,0
150,"48 Hrs.","1982-12-07",49,"96.0",12000000,78868508,27434254.0000,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,"[{'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",0,0
152,"Star Trek: The Motion Picture","1979-12-06",48,"132.",35000000,139000000,34500000.0000,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}, {'id': 9648, 'name': 'Mystery'}]",0,0
153,"Lost in Translation","2003-08-31",35,"102.",4000000,119723856,55861928.0000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"[{'id': 18, 'name': 'Drama'}]",1,0
154,"Star Trek II: The Wrath of Khan","1982-06-03",22,"113.",12000000,96800000,36400000.0000,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",0,0
155,"The Dark Knight","2008-07-16",28,"152.",185000000,1004558444,317279222.0000,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",1,0
157,"Star Trek III: The Search for Spock","1984-05-31",22,"105.",18000000,87000000,25500000.0000,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]",0,0
161,"Ocean's Eleven","2001-12-07",48,"116.",85000000,450717150,140358575.0000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",1,3
162,"Edward Scissorhands","1990-12-05",48,"105.",20000000,53000000,6500000.0000,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,"[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",0,1
163,"Ocean's Twelve","2004-12-09",49,"125.",110000000,362744280,71372140.0000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",1,4
164,"Breakfast at Tiffany's","1961-10-05",40,"110.",2500000,9500000,2250000.0000,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",0,0
165,"Back to the Future Part II","1989-11-20",47,"108.",40000000,332000000,126000000.0000,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 878, 'name': 'Science Fiction'}]",1,0
167,"K-PAX","2001-10-22",42,"120.",48000000,50315140,-22842430.0000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,"[{'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}]",0,0
168,"Star Trek IV: The Voyage Home","1986-11-25",47,"119.",24000000,133000000,42500000.0000,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}]",1,0
169,"Predator 2","1990-11-20",46,"108.",35000000,57120318,-6439841.0000,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",0,0
170,"28 Days Later","2002-10-31",43,"113.",5000000,82719885,36359942.5000,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",0,0
172,"Star Trek V: The Final Frontier","1989-06-09",23,"107.",30000000,70200000,5100000.0000,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]",0,0
173,"20,000 Leagues Under the Sea","1954-12-23",51,"127.",5000000,28200000,9100000.0000,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}]",0,0
174,"Star Trek VI: The Undiscovered Country","1991-12-05",48,"113.",27000000,96900000,21450000.0000,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]",0,0
176,"Saw","2004-10-01",39,"103.",1200000,103911669,50755834.5000,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 80, 'name': 'Crime'}]",1,0
177,"The Fisher King","1991-09-09",36,"137.",24000000,41895491,-3052254.5000,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",0,1
179,"The Interpreter","2005-04-08",14,"128.",80000000,162944923,1472461.5000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,"[{'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",0,0
180,"Minority Report","2002-06-20",24,"145.",102000000,358372926,77186463.0000,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 9648, 'name': 'Mystery'}]",1,1
182,"The Good German","2006-12-08",49,"108.",32000000,5914908,-29042546.0000,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,"[{'id': 10752, 'name': 'War'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]",0,1
